,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gra_x,gra_y,gra_z,att_yaw,att_pitch,att_roll,labelrunning,labelexercising,labeljogging,labelsitting
2018-06-13 17:55:03.297164032,0.18631499999999995,-0.06940199999999999,-0.2563624,0.08553459999999999,-0.0908206,-0.03774420000000002,25.101034600000002,35.8784906,-1.9950194,0.7606352000000001,0.5844272,-0.24841,-1.4521154000000005,-0.630516,1.2583833999999998,1,0,0,0
2018-06-13 17:55:04.297164032,-0.5501976,-0.8710575999999999,-0.43411400000000006,0.2028148,-0.007849200000000004,0.06791980000000003,5.8907594,40.490078000000004,3.0284363999999995,0.3812364,0.8341248,-0.1455536,-1.09067,-1.0203088,1.5054838,1,0,0,0
2018-06-13 17:55:05.297164032,-0.02175059999999997,-0.2657798000000001,-0.20040820000000004,-0.0919508,0.12133920000000002,0.28153259999999997,-0.8159909999999997,44.08950900000001,-1.0383057999999994,0.30741740000000006,0.9074726000000001,-0.112496,-1.240688,-1.1608698,1.5219404,1,0,0,0
2018-06-13 17:55:06.297164032,0.04785880000000002,0.161023,0.518762,0.36017780000000005,0.5245029999999999,-0.10729599999999996,-9.1214508,42.62543400000001,-0.8799497999999994,0.17018160000000002,0.9542938,-0.04509659999999999,-0.33927339999999984,-1.2855134,0.07748039999999998,1,0,0,0
2018-06-13 17:55:07.297164032,0.8566431999999999,-0.5934860000000001,0.7860218000000001,0.1901246,-0.1165086,0.174974,-13.6295534,40.30187640000001,1.1222531999999998,0.0577756,0.9713852,-0.057417399999999987,-0.6362416,-1.3401908000000002,-0.32650460000000003,1,0,0,0
2018-06-13 17:55:08.297164032,-1.3025072000000002,1.5196321999999998,0.4864319999999999,-0.11454460000000002,0.31438140000000003,0.8453571999999999,-9.0967802,41.818856200000006,2.7572938,0.13073099999999999,0.9600601999999998,-0.08809420000000001,-1.5411151999999997,-1.301662,1.0807076,1,0,0,0
2018-06-13 17:55:09.297164032,-0.5310602,1.0692787999999998,-0.8951129999999999,0.21158160000000004,0.7912148,0.13400740000000005,-12.604467800000002,40.15486679999999,6.963543799999999,0.046063,0.966802,0.0367202,-0.5447272000000001,-1.3184428,-0.3811658000000001,1,0,0,0
2018-06-13 17:55:10.297164032,-0.7929818000000002,0.3365866000000001,-0.16348579999999996,-0.15549179999999999,1.3132144,-0.3382949999999999,-7.414349399999999,41.68519660000001,5.633789000000001,0.16662159999999998,0.9634701999999999,0.003919800000000001,-0.9091244,-1.3118595999999998,0.5013325999999999,1,0,0,0
2018-06-13 17:55:11.297164032,0.015831999999999985,-0.9606814,-0.6114383999999998,0.062016399999999985,-0.3723276,0.06794099999999999,-8.443990800000002,40.4399116,7.297137599999999,0.10366700000000002,0.9710734,-0.0173184,-0.9226764,-1.3341264,0.3419116,1,0,0,0
2018-06-13 17:55:12.297164032,-0.3082172,0.8906955999999999,-0.11901540000000002,0.5041836,-0.2010154,0.1261462,-10.056128,39.2793358,8.064099,0.0852086,0.959527,0.046278200000000005,-0.2969182,-1.2886788,1.0490526000000002,1,0,0,0
2018-06-13 17:55:13.297164032,0.1845526,0.14154380000000008,0.8917947999999999,-0.040641400000000036,0.6603241999999999,0.12196939999999998,-8.617489599999999,40.80298859999999,6.925189200000001,0.1396616,0.9591434000000001,0.011713000000000005,-0.41642959999999996,-1.3020272,-0.2834988,1,0,0,0
2018-06-13 17:55:14.297164032,-0.5200326000000001,-1.5197316,-0.7921874000000001,-0.3181614,0.05421860000000005,0.22649020000000006,-8.9946716,40.9245262,3.7460814,0.13184239999999994,0.9626271999999999,-0.021412200000000003,-1.0141238,-1.2979034,0.4470016,1,0,0,0
2018-06-13 17:55:15.297164032,0.11169320000000013,-0.7065154,-0.6700860000000001,0.30094459999999995,0.07754440000000005,0.30243559999999997,-9.7883758,40.7688316,6.6295592,0.12749180000000002,0.9589944,0.04474139999999999,-0.5137146,-1.2915188,0.8804709999999999,1,0,0,0
2018-06-13 17:55:16.297164032,0.12953340000000005,1.2241834000000005,1.1648022,0.23356259999999995,0.4999656,0.11783939999999996,-11.1700408,41.441433,5.609551999999999,0.13941420000000002,0.9578194,0.01265380000000001,-0.4894629999999999,-1.2918922000000002,-0.2876588,1,0,0,0
2018-06-13 17:55:17.297164032,-1.1973885000000002,-0.45396990000000004,-0.31774220000000003,-0.272219,1.0599747000000002,0.32673670000000005,-9.6625062,42.478978000000005,8.321218799999999,0.1828942,0.9543194,0.04972510000000002,-0.8381332,-1.2700003999999998,0.6609186000000001,1,0,0,0
2018-06-13 17:55:18.297164032,1.012294,0.245386625,0.3701,-0.04506925000000001,-0.8533305,0.03404687499999999,-12.641719750000002,38.144325375,8.23225,0.07009362500000002,0.965080125,-0.013143999999999992,-0.6771262499999999,-1.3114217499999998,-0.24840049999999994,1,0,0,0
2018-06-13 17:55:19.297164032,0.5423948000000001,0.6023394,0.3578926,0.4776672,-0.2996864,-0.4235974,-14.780243000000002,33.8348304,8.689441,0.0686064,0.9584601999999999,0.082069,-0.29847539999999995,-1.2966932000000002,-1.1888055999999998,1,0,0,0
2018-06-13 17:55:20.297164032,0.05653460000000001,2.2576668000000004,,-0.030949000000000008,1.3462359999999998,0.22809620000000005,-10.3150574,40.54271780000001,-6.824542199999999,0.18899060000000004,0.9543928,0.0405136,-1.2672896,-1.2799006000000002,0.6504467999999999,1,0,0,0
