,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,speed
59800,1.5289136986967672e+18,0,0,0,1,0.001438716049382716
59810,1.528913698898339e+18,0,0,0,1,0.0014900987654320988
59820,1.528913699099911e+18,0,0,0,1,0.0015414814814814813
59830,1.5289136993014828e+18,0,0,0,1,0.001592864197530864
59840,1.5289136995030546e+18,0,0,0,1,0.0016442469135802469
59850,1.5289136997046264e+18,0,0,0,1,0.0016956296296296296
59860,1.5289136999061985e+18,0,0,0,1,0.0017470123456790124
59870,1.52891370010777e+18,1,0,0,0,0.001798395061728395
59880,1.528913700309342e+18,1,0,0,0,0.0018497777777777777
59890,1.5289137005109138e+18,1,0,0,0,0.0019011604938271604
59900,1.5289137007124856e+18,1,0,0,0,0.0019525432098765432
59910,1.5289137009140577e+18,1,0,0,0,0.002003925925925926
59920,1.5289137011156293e+18,1,0,0,0,0.0020553086419753085
59930,1.5289137013172012e+18,1,0,0,0,0.0021066913580246914
59940,1.528913701518773e+18,1,0,0,0,0.002158074074074074
59950,1.5289137017203448e+18,1,0,0,0,0.0022094567901234565
59960,1.528913701921917e+18,1,0,0,0,0.0022608395061728395
59970,1.5289137021234885e+18,1,0,0,0,0.002312222222222222
59980,1.5289137023250604e+18,1,0,0,0,0.002363604938271605
59990,1.5289137025266322e+18,1,0,0,0,0.0024149876543209875
60000,1.528913702728204e+18,1,0,0,0,0.0024663703703703705
60010,1.528913702929776e+18,1,0,0,0,0.002517753086419753
60020,1.5289137031313477e+18,1,0,0,0,0.0025691358024691356
60030,1.5289137033329196e+18,1,0,0,0,0.0026205185185185186
60040,1.5289137035344914e+18,1,0,0,0,0.002671901234567901
60050,1.5289137037360632e+18,1,0,0,0,0.002723283950617284
60060,1.528913703937635e+18,1,0,0,0,0.0027746666666666666
60070,1.528913704139207e+18,1,0,0,0,0.002826049382716049
60080,1.5289137043407788e+18,1,0,0,0,0.002877432098765432
60090,1.5289137045423506e+18,1,0,0,0,0.0029288148148148146
60100,1.5289137047439224e+18,1,0,0,0,0.0029801975308641976
60110,1.5289137049454945e+18,1,0,0,0,0.00303158024691358
60120,1.528913705147066e+18,1,0,0,0,0.0030829629629629627
60130,1.528913705348638e+18,1,0,0,0,0.0031343456790123457
60140,1.5289137055502098e+18,1,0,0,0,0.003185728395061728
60150,1.5289137057517816e+18,1,0,0,0,0.003237111111111111
60160,1.5289137059533537e+18,1,0,0,0,0.0032884938271604937
60170,1.5289137061549253e+18,1,0,0,0,0.0033398765432098763
60180,1.5289137063564972e+18,1,0,0,0,0.0033912592592592592
60190,1.528913706558069e+18,1,0,0,0,0.0034426419753086418
60200,1.5289137067596408e+18,1,0,0,0,0.0034940246913580247
60210,1.528913706961213e+18,1,0,0,0,0.0035454074074074073
60220,1.5289137071627845e+18,1,0,0,0,0.00359679012345679
60230,1.5289137073643564e+18,1,0,0,0,0.003648172839506173
60240,1.5289137075659282e+18,1,0,0,0,0.0036995555555555553
60250,1.5289137077675e+18,1,0,0,0,0.0037509382716049383
60260,1.528913707969072e+18,1,0,0,0,0.003802320987654321
60270,1.5289137081706437e+18,1,0,0,0,0.0038537037037037034
60280,1.5289137083722156e+18,1,0,0,0,0.0039050864197530863
60290,1.5289137085737874e+18,1,0,0,0,0.003956469135802469
60300,1.5289137087753592e+18,1,0,0,0,0.004007851851851852
60310,1.528913708976931e+18,1,0,0,0,0.004059234567901235
60320,1.528913709178503e+18,1,0,0,0,0.004110617283950617
60330,1.5289137093800748e+18,1,0,0,0,0.004162
60340,1.5289137095816466e+18,1,0,0,0,0.006023276315789474
60350,1.5289137097832184e+18,1,0,0,0,0.007884552631578947
60360,1.5289137099847905e+18,1,0,0,0,0.009745828947368421
60370,1.528913710186362e+18,1,0,0,0,0.011607105263157894
60380,1.528913710387934e+18,1,0,0,0,0.013468381578947367
60390,1.5289137105895058e+18,1,0,0,0,0.01532965789473684
60400,1.5289137107910776e+18,1,0,0,0,0.017190934210526317
60410,1.5289137109926497e+18,1,0,0,0,0.01905221052631579
60420,1.5289137111942213e+18,1,0,0,0,0.020913486842105262
60430,1.5289137113957932e+18,1,0,0,0,0.022774763157894735
60440,1.528913711597365e+18,1,0,0,0,0.02463603947368421
60450,1.5289137117989368e+18,1,0,0,0,0.02649731578947368
60460,1.528913712000509e+18,1,0,0,0,0.028358592105263154
60470,1.5289137122020805e+18,1,0,0,0,0.03021986842105263
60480,1.5289137124036524e+18,1,0,0,0,0.03208114473684211
60490,1.5289137126052242e+18,1,0,0,0,0.03394242105263158
60500,1.528913712806796e+18,1,0,0,0,0.03580369736842105
60510,1.528913713008368e+18,1,0,0,0,0.037664973684210526
60520,1.5289137132099397e+18,1,0,0,0,0.03952625
60530,1.5289137134115116e+18,1,0,0,0,0.04138752631578947
60540,1.5289137136130834e+18,1,0,0,0,0.043248802631578945
60550,1.5289137138146552e+18,1,0,0,0,0.04511007894736842
60560,1.528913714016227e+18,1,0,0,0,0.04697135526315789
60570,1.528913714217799e+18,1,0,0,0,0.048832631578947364
60580,1.5289137144193708e+18,1,0,0,0,0.05069390789473684
60590,1.5289137146209426e+18,1,0,0,0,0.05255518421052631
60600,1.5289137148225144e+18,1,0,0,0,0.05441646052631579
60610,1.5289137150240865e+18,1,0,0,0,0.05627773684210526
60620,1.528913715225658e+18,1,0,0,0,0.058139013157894735
60630,1.52891371542723e+18,1,0,0,0,0.06000028947368421
60640,1.5289137156288018e+18,1,0,0,0,0.06186156578947368
60650,1.5289137158303736e+18,1,0,0,0,0.06372284210526316
60660,1.5289137160319457e+18,1,0,0,0,0.06558411842105263
60670,1.5289137162335173e+18,1,0,0,0,0.06744539473684211
60680,1.5289137164350892e+18,1,0,0,0,0.06930667105263158
60690,1.528913716636661e+18,1,0,0,0,0.07116794736842105
60700,1.5289137168382328e+18,1,0,0,0,0.07302922368421053
60710,1.528913717039805e+18,1,0,0,0,0.0748905
60720,1.5289137172413765e+18,1,0,0,0,0.07675177631578947
60730,1.5289137174429484e+18,1,0,0,0,0.07861305263157894
60740,1.5289137176445202e+18,1,0,0,0,0.08047432894736842
60750,1.528913717846092e+18,1,0,0,0,0.08233560526315789
60760,1.528913718047664e+18,1,0,0,0,0.08419688157894736
60770,1.5289137182492357e+18,1,0,0,0,0.08605815789473684
60780,1.5289137184508076e+18,1,0,0,0,0.08791943421052631
60790,1.5289137186523794e+18,1,0,0,0,0.08978071052631578
60800,1.5289137188539512e+18,1,0,0,0,0.09164198684210526
60810,1.528913719055523e+18,1,0,0,0,0.09350326315789473
60820,1.528913719257095e+18,1,0,0,0,0.0953645394736842
60830,1.5289137194586668e+18,1,0,0,0,0.09722581578947367
60840,1.5289137196602386e+18,1,0,0,0,0.09908709210526315
60850,1.5289137198618104e+18,1,0,0,0,0.10094836842105262
60860,1.5289137200633825e+18,1,0,0,0,0.10280964473684209
60870,1.528913720264954e+18,1,0,0,0,0.10467092105263158
60880,1.528913720466526e+18,1,0,0,0,0.10653219736842105
60890,1.5289137206680978e+18,1,0,0,0,0.10839347368421053
60900,1.5289137208696696e+18,1,0,0,0,0.11025475
60910,1.5289137210712417e+18,1,0,0,0,0.11211602631578947
60920,1.5289137212728133e+18,1,0,0,0,0.11397730263157894
60930,1.5289137214743852e+18,1,0,0,0,0.11583857894736842
60940,1.528913721675957e+18,1,0,0,0,0.11769985526315789
60950,1.5289137218775288e+18,1,0,0,0,0.11956113157894736
60960,1.528913722079101e+18,1,0,0,0,0.12142240789473684
60970,1.5289137222806725e+18,1,0,0,0,0.12328368421052631
60980,1.5289137224822444e+18,1,0,0,0,0.1251449605263158
60990,1.5289137226838162e+18,1,0,0,0,0.12700623684210527
61000,1.528913722885388e+18,1,0,0,0,0.12886751315789474
61010,1.52891372308696e+18,1,0,0,0,0.13072878947368421
61020,1.5289137232885317e+18,1,0,0,0,0.1325900657894737
61030,1.5289137234901036e+18,1,0,0,0,0.13445134210526316
61040,1.5289137236916754e+18,1,0,0,0,0.13631261842105263
61050,1.5289137238932472e+18,1,0,0,0,0.1381738947368421
61060,1.528913724094819e+18,1,0,0,0,0.14003517105263158
61070,1.528913724296391e+18,1,0,0,0,0.14189644736842105
61080,1.5289137244979628e+18,1,0,0,0,0.14375772368421053
61090,1.5289137246995346e+18,1,0,0,0,0.145619
61100,1.5289137249011064e+18,1,0,0,0,0.1585342
61110,1.5289137251026785e+18,1,0,0,0,0.1714494
61120,1.52891372530425e+18,1,0,0,0,0.1843646
61130,1.528913725505822e+18,1,0,0,0,0.1972798
61140,1.5289137257073938e+18,1,0,0,0,0.210195
61150,1.5289137259089656e+18,1,0,0,0,0.2303597697368421
61160,1.5289137261105377e+18,1,0,0,0,0.2505245394736842
61170,1.5289137263121093e+18,1,0,0,0,0.2706893092105263
61180,1.5289137265136812e+18,1,0,0,0,0.2908540789473684
61190,1.528913726715253e+18,1,0,0,0,0.3110188486842105
61200,1.5289137269168248e+18,1,0,0,0,0.3311836184210526
61210,1.528913727118397e+18,1,0,0,0,0.3513483881578947
61220,1.5289137273199685e+18,1,0,0,0,0.3715131578947368
61230,1.5289137275215404e+18,1,0,0,0,0.39167792763157894
61240,1.5289137277231122e+18,1,0,0,0,0.41184269736842105
61250,1.528913727924684e+18,1,0,0,0,0.43200746710526317
61260,1.528913728126256e+18,1,0,0,0,0.4521722368421053
61270,1.5289137283278277e+18,1,0,0,0,0.4723370065789474
61280,1.5289137285293996e+18,1,0,0,0,0.4925017763157894
61290,1.5289137287309714e+18,1,0,0,0,0.5126665460526315
61300,1.5289137289325432e+18,1,0,0,0,0.5328313157894736
61310,1.528913729134115e+18,1,0,0,0,0.5529960855263157
61320,1.528913729335687e+18,1,0,0,0,0.5731608552631579
61330,1.5289137295372588e+18,1,0,0,0,0.593325625
61340,1.5289137297388306e+18,1,0,0,0,0.6134903947368421
61350,1.5289137299404024e+18,1,0,0,0,0.6336551644736842
61360,1.5289137301419745e+18,1,0,0,0,0.6538199342105263
61370,1.528913730343546e+18,1,0,0,0,0.6739847039473684
61380,1.528913730545118e+18,1,0,0,0,0.6941494736842105
61390,1.5289137307466898e+18,1,0,0,0,0.7143142434210527
61400,1.5289137309482616e+18,1,0,0,0,0.7344790131578948
61410,1.5289137311498337e+18,1,0,0,0,0.7546437828947368
61420,1.5289137313514053e+18,1,0,0,0,0.7748085526315789
61430,1.5289137315529772e+18,1,0,0,0,0.794973322368421
61440,1.528913731754549e+18,1,0,0,0,0.8151380921052631
61450,1.5289137319561208e+18,1,0,0,0,0.8353028618421052
61460,1.528913732157693e+18,1,0,0,0,0.8554676315789473
61470,1.5289137323592645e+18,1,0,0,0,0.8756324013157895
61480,1.5289137325608364e+18,1,0,0,0,0.8957971710526316
61490,1.5289137327624082e+18,1,0,0,0,0.9159619407894737
61500,1.52891373296398e+18,1,0,0,0,0.9361267105263158
61510,1.528913733165552e+18,1,0,0,0,0.9562914802631579
61520,1.5289137333671237e+18,1,0,0,0,0.9764562499999999
61530,1.5289137335686956e+18,1,0,0,0,0.996621019736842
61540,1.5289137337702674e+18,1,0,0,0,1.016785789473684
61550,1.5289137339718392e+18,1,0,0,0,1.0369505592105261
61560,1.528913734173411e+18,1,0,0,0,1.0571153289473683
61570,1.528913734374983e+18,1,0,0,0,1.0772800986842104
61580,1.5289137345765548e+18,1,0,0,0,1.0974448684210525
61590,1.5289137347781266e+18,1,0,0,0,1.1176096381578946
61600,1.5289137349796984e+18,1,0,0,0,1.1377744078947367
61610,1.5289137351812705e+18,1,0,0,0,1.1579391776315788
61620,1.528913735382842e+18,1,0,0,0,1.178103947368421
61630,1.528913735584414e+18,1,0,0,0,1.198268717105263
61640,1.5289137357859858e+18,1,0,0,0,1.2184334868421052
61650,1.5289137359875576e+18,1,0,0,0,1.2385982565789473
61660,1.5289137361891297e+18,1,0,0,0,1.2587630263157894
61670,1.5289137363907013e+18,1,0,0,0,1.2789277960526315
61680,1.5289137365922732e+18,1,0,0,0,1.2990925657894734
61690,1.528913736793845e+18,1,0,0,0,1.3192573355263155
61700,1.5289137369954168e+18,1,0,0,0,1.3394221052631576
61710,1.528913737196989e+18,1,0,0,0,1.3595868749999998
61720,1.5289137373985605e+18,1,0,0,0,1.3797516447368419
61730,1.5289137376001324e+18,1,0,0,0,1.399916414473684
61740,1.5289137378017042e+18,1,0,0,0,1.420081184210526
61750,1.528913738003276e+18,1,0,0,0,1.4402459539473682
61760,1.528913738204848e+18,1,0,0,0,1.4604107236842103
61770,1.5289137384064197e+18,1,0,0,0,1.4805754934210524
61780,1.5289137386079916e+18,1,0,0,0,1.5007402631578945
61790,1.5289137388095634e+18,1,0,0,0,1.5209050328947367
61800,1.5289137390111352e+18,1,0,0,0,1.5410698026315788
61810,1.528913739212707e+18,1,0,0,0,1.561234572368421
61820,1.528913739414279e+18,1,0,0,0,1.581399342105263
61830,1.5289137396158508e+18,1,0,0,0,1.6015641118421051
61840,1.5289137398174226e+18,1,0,0,0,1.6217288815789472
61850,1.5289137400189944e+18,1,0,0,0,1.6418936513157893
61860,1.5289137402205665e+18,1,0,0,0,1.6620584210526315
61870,1.528913740422138e+18,1,0,0,0,1.6822231907894736
61880,1.52891374062371e+18,1,0,0,0,1.7023879605263157
61890,1.5289137408252818e+18,1,0,0,0,1.7225527302631576
61900,1.5289137410268536e+18,1,0,0,0,1.7427174999999997
61910,1.5289137412284257e+18,1,0,0,0,1.7628822697368418
61920,1.5289137414299973e+18,1,0,0,0,1.783047039473684
61930,1.5289137416315692e+18,1,0,0,0,1.803211809210526
61940,1.528913741833141e+18,1,0,0,0,1.8233765789473682
61950,1.5289137420347128e+18,1,0,0,0,1.8435413486842103
61960,1.528913742236285e+18,1,0,0,0,1.8637061184210524
61970,1.5289137424378565e+18,1,0,0,0,1.8838708881578945
61980,1.5289137426394284e+18,1,0,0,0,1.9040356578947366
61990,1.5289137428410002e+18,1,0,0,0,1.9242004276315787
62000,1.528913743042572e+18,1,0,0,0,1.9443651973684208
62010,1.528913743244144e+18,1,0,0,0,1.964529967105263
62020,1.5289137434457157e+18,1,0,0,0,1.984694736842105
62030,1.5289137436472876e+18,1,0,0,0,2.0048595065789474
62040,1.5289137438488594e+18,1,0,0,0,2.0250242763157895
62050,1.5289137440504312e+18,1,0,0,0,2.0451890460526316
62060,1.528913744252003e+18,1,0,0,0,2.0653538157894737
62070,1.528913744453575e+18,1,0,0,0,2.085518585526316
62080,1.5289137446551468e+18,1,0,0,0,2.105683355263158
62090,1.5289137448567186e+18,1,0,0,0,2.125848125
62100,1.5289137450582904e+18,1,0,0,0,2.146012894736842
62110,1.5289137452598625e+18,1,0,0,0,2.166177664473684
62120,1.528913745461434e+18,1,0,0,0,2.186342434210526
62130,1.528913745663006e+18,1,0,0,0,2.206507203947368
62140,1.5289137458645778e+18,1,0,0,0,2.2266719736842107
62150,1.5289137460661496e+18,1,0,0,0,2.2468367434210528
62160,1.5289137462677217e+18,1,0,0,0,2.267001513157895
62170,1.5289137464692933e+18,1,0,0,0,2.287166282894737
62180,1.5289137466708652e+18,1,0,0,0,2.307331052631579
62190,1.528913746872437e+18,1,0,0,0,2.3274958223684212
62200,1.5289137470740088e+18,1,0,0,0,2.3476605921052633
62210,1.528913747275581e+18,1,0,0,0,2.367825361842105
62220,1.5289137474771525e+18,1,0,0,0,2.387990131578947
62230,1.5289137476787244e+18,1,0,0,0,2.4081549013157892
62240,1.5289137478802962e+18,1,0,0,0,2.4283196710526314
62250,1.528913748081868e+18,1,0,0,0,2.4484844407894735
62260,1.52891374828344e+18,1,0,0,0,2.4686492105263156
62270,1.5289137484850117e+18,1,0,0,0,2.4888139802631577
62280,1.5289137486865836e+18,1,0,0,0,2.50897875
62290,1.5289137488881554e+18,1,0,0,0,2.529143519736842
62300,1.5289137490897272e+18,1,0,0,0,2.549308289473684
62310,1.528913749291299e+18,1,0,0,0,2.569473059210526
62320,1.528913749492871e+18,1,0,0,0,2.5896378289473683
62330,1.5289137496944428e+18,1,0,0,0,2.6098025986842104
62340,1.5289137498960146e+18,1,0,0,0,2.6299673684210525
62350,1.5289137500975864e+18,1,0,0,0,2.6501321381578946
62360,1.5289137502991585e+18,1,0,0,0,2.6702969078947367
62370,1.52891375050073e+18,1,0,0,0,2.690461677631579
62380,1.528913750702302e+18,1,0,0,0,2.710626447368421
62390,1.5289137509038738e+18,1,0,0,0,2.730791217105263
62400,1.5289137511054456e+18,1,0,0,0,2.750955986842105
62410,1.5289137513070177e+18,1,0,0,0,2.7711207565789473
62420,1.5289137515085893e+18,1,0,0,0,2.7912855263157894
62430,1.5289137517101612e+18,1,0,0,0,2.8114502960526315
62440,1.528913751911733e+18,1,0,0,0,2.8316150657894736
62450,1.5289137521133048e+18,1,0,0,0,2.8517798355263158
62460,1.528913752314877e+18,1,0,0,0,2.871944605263158
62470,1.5289137525164485e+18,1,0,0,0,2.892109375
62480,1.5289137527180204e+18,1,0,0,0,2.912274144736842
62490,1.5289137529195922e+18,1,0,0,0,2.932438914473684
62500,1.528913753121164e+18,1,0,0,0,2.9526036842105263
62510,1.528913753322736e+18,1,0,0,0,2.9727684539473684
62520,1.5289137535243077e+18,1,0,0,0,2.9929332236842106
62530,1.5289137537258796e+18,1,0,0,0,3.0130979934210527
62540,1.5289137539274514e+18,1,0,0,0,3.033262763157895
62550,1.5289137541290232e+18,1,0,0,0,3.053427532894737
62560,1.528913754330595e+18,1,0,0,0,3.073592302631579
62570,1.528913754532167e+18,1,0,0,0,3.093757072368421
62580,1.5289137547337388e+18,1,0,0,0,3.1139218421052632
62590,1.5289137549353106e+18,1,0,0,0,3.1340866118421054
62600,1.5289137551368824e+18,1,0,0,0,3.1542513815789475
62610,1.5289137553384545e+18,1,0,0,0,3.1744161513157896
62620,1.528913755540026e+18,1,0,0,0,3.1945809210526317
62630,1.528913755741598e+18,1,0,0,0,3.214745690789474
62640,1.5289137559431698e+18,1,0,0,0,3.2349104605263155
62650,1.5289137561447416e+18,1,0,0,0,3.2550752302631576
62660,1.5289137563463137e+18,1,0,0,0,3.27524
62670,1.5289137565478853e+18,1,0,0,0,3.2734783580246916
62680,1.5289137567494572e+18,1,0,0,0,3.271716716049383
62690,1.528913756951029e+18,1,0,0,0,3.2699550740740744
62700,1.5289137571526008e+18,1,0,0,0,3.268193432098766
62710,1.528913757354173e+18,1,0,0,0,3.2664317901234567
62720,1.5289137575557445e+18,1,0,0,0,3.264670148148148
62730,1.5289137577573164e+18,1,0,0,0,3.2629085061728396
62740,1.5289137579588882e+18,1,0,0,0,3.261146864197531
62750,1.52891375816046e+18,1,0,0,0,3.2593852222222224
62760,1.528913758362032e+18,1,0,0,0,3.257623580246914
62770,1.5289137585636037e+18,1,0,0,0,3.255861938271605
62780,1.5289137587651756e+18,1,0,0,0,3.2541002962962966
62790,1.5289137589667474e+18,1,0,0,0,3.252338654320988
62800,1.5289137591683192e+18,1,0,0,0,3.250577012345679
62810,1.528913759369891e+18,1,0,0,0,3.2488153703703704
62820,1.528913759571463e+18,1,0,0,0,3.247053728395062
62830,1.5289137597730348e+18,1,0,0,0,3.245292086419753
62840,1.5289137599746066e+18,1,0,0,0,3.2435304444444446
62850,1.5289137601761784e+18,1,0,0,0,3.241768802469136
62860,1.5289137603777505e+18,1,0,0,0,3.2400071604938274
62870,1.528913760579322e+18,1,0,0,0,3.238245518518519
62880,1.528913760780894e+18,1,0,0,0,3.2364838765432102
62890,1.5289137609824658e+18,1,0,0,0,3.234722234567901
62900,1.5289137611840376e+18,1,0,0,0,3.2329605925925926
62910,1.5289137613856097e+18,1,0,0,0,3.231198950617284
62920,1.5289137615871813e+18,1,0,0,0,3.2294373086419754
62930,1.5289137617887532e+18,1,0,0,0,3.227675666666667
62940,1.528913761990325e+18,1,0,0,0,3.2259140246913582
62950,1.5289137621918968e+18,1,0,0,0,3.2241523827160496
62960,1.528913762393469e+18,1,0,0,0,3.222390740740741
62970,1.5289137625950405e+18,1,0,0,0,3.2206290987654325
62980,1.5289137627966124e+18,1,0,0,0,3.2188674567901234
62990,1.5289137629981842e+18,1,0,0,0,3.217105814814815
63000,1.528913763199756e+18,1,0,0,0,3.2153441728395062
63010,1.528913763401328e+18,1,0,0,0,3.2135825308641977
63020,1.5289137636028997e+18,1,0,0,0,3.211820888888889
63030,1.5289137638044716e+18,1,0,0,0,3.2100592469135805
63040,1.5289137640060434e+18,1,0,0,0,3.208297604938272
63050,1.5289137642076152e+18,1,0,0,0,3.2065359629629633
63060,1.528913764409187e+18,1,0,0,0,3.2047743209876547
63070,1.528913764610759e+18,1,0,0,0,3.2030126790123457
63080,1.5289137648123308e+18,1,0,0,0,3.201251037037037
63090,1.5289137650139026e+18,1,0,0,0,3.1994893950617285
63100,1.5289137652154744e+18,1,0,0,0,3.19772775308642
63110,1.5289137654170465e+18,1,0,0,0,3.1959661111111113
63120,1.528913765618618e+18,1,0,0,0,3.1942044691358027
63130,1.52891376582019e+18,1,0,0,0,3.192442827160494
63140,1.5289137660217618e+18,1,0,0,0,3.1906811851851855
63150,1.5289137662233336e+18,1,0,0,0,3.188919543209877
63160,1.5289137664249057e+18,1,0,0,0,3.187157901234568
63170,1.5289137666264773e+18,1,0,0,0,3.1853962592592593
63180,1.5289137668280492e+18,1,0,0,0,3.1836346172839507
63190,1.528913767029621e+18,1,0,0,0,3.181872975308642
63200,1.5289137672311928e+18,1,0,0,0,3.1801113333333335
63210,1.528913767432765e+18,1,0,0,0,3.178349691358025
63220,1.5289137676343365e+18,1,0,0,0,3.1765880493827163
63230,1.5289137678359084e+18,1,0,0,0,3.1748264074074077
63240,1.5289137680374802e+18,1,0,0,0,3.173064765432099
63250,1.528913768239052e+18,1,0,0,0,3.17130312345679
63260,1.528913768440624e+18,1,0,0,0,3.1695414814814815
63270,1.5289137686421957e+18,1,0,0,0,3.167779839506173
63280,1.5289137688437676e+18,1,0,0,0,3.1660181975308643
63290,1.5289137690453394e+18,1,0,0,0,3.1642565555555557
63300,1.5289137692469112e+18,1,0,0,0,3.162494913580247
63310,1.528913769448483e+18,1,0,0,0,3.1607332716049386
63320,1.528913769650055e+18,1,0,0,0,3.15897162962963
63330,1.5289137698516268e+18,1,0,0,0,3.1572099876543214
63340,1.5289137700531986e+18,1,0,0,0,3.1554483456790123
63350,1.5289137702547704e+18,1,0,0,0,3.1536867037037037
63360,1.5289137704563425e+18,1,0,0,0,3.151925061728395
63370,1.528913770657914e+18,1,0,0,0,3.1501634197530866
63380,1.528913770859486e+18,1,0,0,0,3.148401777777778
63390,1.5289137710610578e+18,1,0,0,0,3.1466401358024694
63400,1.5289137712626296e+18,1,0,0,0,3.144878493827161
63410,1.5289137714642017e+18,1,0,0,0,3.143116851851852
63420,1.5289137716657733e+18,1,0,0,0,3.1413552098765436
63430,1.5289137718673452e+18,1,0,0,0,3.1395935679012346
63440,1.528913772068917e+18,1,0,0,0,3.137831925925926
63450,1.5289137722704888e+18,1,0,0,0,3.1360702839506174
63460,1.528913772472061e+18,1,0,0,0,3.134308641975309
63470,1.5289137726736325e+18,1,0,0,0,3.132547
63480,1.5289137728752044e+18,1,0,0,0,3.1569522
63490,1.5289137730767762e+18,1,0,0,0,3.1813574
63500,1.528913773278348e+18,1,0,0,0,3.2057626000000004
63510,1.52891377347992e+18,1,0,0,0,3.2301678000000003
63520,1.5289137736814917e+18,1,0,0,0,3.254573
63530,1.5289137738830636e+18,1,0,0,0,3.2281583815789476
63540,1.5289137740846354e+18,1,0,0,0,3.201743763157895
63550,1.5289137742862072e+18,1,0,0,0,3.175329144736842
63560,1.528913774487779e+18,1,0,0,0,3.1489145263157896
63570,1.528913774689351e+18,1,0,0,0,3.122499907894737
63580,1.5289137748909228e+18,1,0,0,0,3.0960852894736846
63590,1.5289137750924946e+18,1,0,0,0,3.0696706710526316
63600,1.5289137752940664e+18,1,0,0,0,3.043256052631579
63610,1.5289137754956385e+18,1,0,0,0,3.0168414342105265
63620,1.52891377569721e+18,1,0,0,0,2.990426815789474
63630,1.528913775898782e+18,1,0,0,0,2.964012197368421
63640,1.5289137761003538e+18,1,0,0,0,2.9375975789473685
63650,1.5289137763019256e+18,1,0,0,0,2.911182960526316
63660,1.5289137765034977e+18,1,0,0,0,2.8847683421052635
63670,1.5289137767050693e+18,1,0,0,0,2.8583537236842105
63680,1.5289137769066412e+18,1,0,0,0,2.831939105263158
63690,1.528913777108213e+18,1,0,0,0,2.8055244868421054
63700,1.5289137773097848e+18,1,0,0,0,2.779109868421053
63710,1.528913777511357e+18,1,0,0,0,2.7526952500000004
63720,1.5289137777129285e+18,1,0,0,0,2.7262806315789474
63730,1.5289137779145004e+18,1,0,0,0,2.699866013157895
63740,1.5289137781160722e+18,1,0,0,0,2.6734513947368423
63750,1.528913778317644e+18,1,0,0,0,2.6470367763157894
63760,1.528913778519216e+18,1,0,0,0,2.6206221578947373
63770,1.5289137787207877e+18,1,0,0,0,2.5942075394736843
63780,1.5289137789223596e+18,1,0,0,0,2.567792921052632
63790,1.5289137791239314e+18,1,0,0,0,2.5413783026315793
63800,1.5289137793255032e+18,1,0,0,0,2.5149636842105263
63810,1.528913779527075e+18,1,0,0,0,2.4885490657894738
63820,1.528913779728647e+18,1,0,0,0,2.4621344473684212
63830,1.5289137799302188e+18,1,0,0,0,2.4357198289473687
63840,1.5289137801317906e+18,1,0,0,0,2.409305210526316
63850,1.5289137803333624e+18,1,0,0,0,2.382890592105263
63860,1.5289137805349345e+18,1,0,0,0,2.3564759736842107
63870,1.528913780736506e+18,1,0,0,0,2.330061355263158
63880,1.528913780938078e+18,1,0,0,0,2.303646736842105
63890,1.5289137811396498e+18,1,0,0,0,2.2772321184210527
63900,1.5289137813412216e+18,1,0,0,0,2.2508175
63910,1.5289137815427937e+18,1,0,0,0,2.2244028815789476
63920,1.5289137817443653e+18,1,0,0,0,2.197988263157895
63930,1.5289137819459372e+18,1,0,0,0,2.171573644736842
63940,1.528913782147509e+18,1,0,0,0,2.1451590263157896
63950,1.5289137823490808e+18,1,0,0,0,2.118744407894737
63960,1.528913782550653e+18,1,0,0,0,2.092329789473684
63970,1.5289137827522245e+18,1,0,0,0,2.065915171052632
63980,1.5289137829537964e+18,1,0,0,0,2.039500552631579
63990,1.5289137831553682e+18,1,0,0,0,2.0130859342105265
64000,1.52891378335694e+18,1,0,0,0,1.986671315789474
64010,1.528913783558512e+18,1,0,0,0,1.9602566973684212
64020,1.5289137837600837e+18,1,0,0,0,1.9338420789473687
64030,1.5289137839616556e+18,1,0,0,0,1.907427460526316
64040,1.5289137841632274e+18,1,0,0,0,1.8810128421052634
64050,1.5289137843647992e+18,1,0,0,0,1.8545982236842107
64060,1.528913784566371e+18,1,0,0,0,1.8281836052631582
64070,1.528913784767943e+18,1,0,0,0,1.8017689868421054
64080,1.5289137849695148e+18,1,0,0,0,1.7753543684210529
64090,1.5289137851710866e+18,1,0,0,0,1.7489397500000001
64100,1.5289137853726584e+18,1,0,0,0,1.7225251315789476
64110,1.5289137855742305e+18,1,0,0,0,1.6961105131578949
64120,1.528913785775802e+18,1,0,0,0,1.6696958947368423
64130,1.528913785977374e+18,1,0,0,0,1.6432812763157896
64140,1.5289137861789458e+18,1,0,0,0,1.616866657894737
64150,1.5289137863805176e+18,1,0,0,0,1.5904520394736843
64160,1.5289137865820897e+18,1,0,0,0,1.5640374210526318
64170,1.5289137867836613e+18,1,0,0,0,1.5376228026315792
64180,1.5289137869852332e+18,1,0,0,0,1.5112081842105265
64190,1.528913787186805e+18,1,0,0,0,1.484793565789474
64200,1.5289137873883768e+18,1,0,0,0,1.4583789473684212
64210,1.528913787589949e+18,1,0,0,0,1.4319643289473687
64220,1.5289137877915205e+18,1,0,0,0,1.405549710526316
64230,1.5289137879930924e+18,1,0,0,0,1.3791350921052634
64240,1.5289137881946642e+18,1,0,0,0,1.3527204736842107
