,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
1730,1.5289125281690924e+18,1,0,0,0,-0.818488,0.006978,0.529064
1740,1.5289125283706642e+18,1,0,0,0,-0.21970900000000002,-1.013744,0.266046
1750,1.528912528572236e+18,1,0,0,0,1.0524870000000002,0.409532,0.059325
1760,1.528912528773808e+18,1,0,0,0,0.370763,-0.772571,-0.064976
1770,1.5289125289753797e+18,1,0,0,0,-0.830992,-0.300214,0.33570300000000003
1780,1.5289125291769516e+18,1,0,0,0,-0.167847,-0.9801629999999999,0.28973699999999997
1790,1.5289125293785234e+18,1,0,0,0,1.485156,0.644385,-0.34125300000000003
1800,1.5289125295800952e+18,1,0,0,0,1.168575,0.155596,-0.09676699999999999
1810,1.528912529781667e+18,1,0,0,0,-0.49091,-1.0019,0.454574
1820,1.528912529983239e+18,1,0,0,0,-0.651587,-0.123196,0.390504
1830,1.5289125301848108e+18,1,0,0,0,0.700846,-0.6540020000000001,-0.9887959999999999
1840,1.5289125303863826e+18,1,0,0,0,1.270441,4.386666,0.761303
1850,1.5289125305879544e+18,1,0,0,0,-0.36388000000000004,-1.170974,0.341366
1860,1.5289125307895265e+18,1,0,0,0,-0.698701,4.6088629999999995,1.697444
1870,1.528912530991098e+18,1,0,0,0,0.439346,-1.0065899999999999,-0.22828800000000002
1880,1.52891253119267e+18,1,0,0,0,-0.644895,1.428927,-0.847138
1890,1.5289125313942418e+18,1,0,0,0,-0.07963200000000001,-1.284909,0.594073
1900,1.5289125315958136e+18,1,0,0,0,1.008475,1.473581,0.350022
1910,1.5289125317973857e+18,1,0,0,0,0.560833,-1.259061,-0.28399800000000003
1920,1.5289125319989573e+18,1,0,0,0,-0.6897409999999999,0.238683,0.14993299999999998
1930,1.5289125322005292e+18,1,0,0,0,-0.098085,-1.05503,0.37266
1940,1.528912532402101e+18,1,0,0,0,1.6850009999999995,0.053563,-2.464998
1950,1.5289125326036728e+18,1,0,0,0,0.588864,-0.712151,-0.181174
1960,1.528912532805245e+18,1,0,0,0,-0.703625,-0.7164590000000001,0.571473
1970,1.5289125330068165e+18,1,0,0,0,-0.353583,-0.5505909999999999,0.387061
1980,1.5289125332083884e+18,1,0,0,0,0.715218,-0.575322,-0.6809689999999999
1990,1.5289125334099602e+18,1,0,0,0,1.497017,3.1393880000000003,1.351099
2000,1.528912533611532e+18,1,0,0,0,-0.633992,-1.2010809999999998,0.419508
2010,1.528912533813104e+18,1,0,0,0,-1.166612,2.231091,0.966174
2020,1.5289125340146757e+18,1,0,0,0,0.525259,-1.160984,-0.579162
2030,1.5289125342162476e+18,1,0,0,0,-0.831242,3.938623,-1.1602459999999999
2040,1.5289125344178194e+18,1,0,0,0,-0.092307,-1.718359,-2.653824
2050,1.5289125346193912e+18,1,0,0,0,0.621346,2.759651,0.83029
2060,1.528912534820963e+18,1,0,0,0,0.6328560000000001,-1.286689,-0.341398
2070,1.528912535022535e+18,1,0,0,0,-0.650961,-0.0038840000000000003,0.405472
2080,1.5289125352241068e+18,1,0,0,0,-0.041345,-1.139787,0.662199
2090,1.5289125354256786e+18,1,0,0,0,1.5583879999999999,0.299845,-4.111405
2100,1.5289125356272504e+18,1,0,0,0,0.705806,-0.558389,-0.360795
2110,1.5289125358288225e+18,1,0,0,0,-0.749441,-0.62984,0.66362
2120,1.528912536030394e+18,1,0,0,0,-0.505097,-0.5829880000000001,0.310977
2130,1.528912536231966e+18,1,0,0,0,0.8812639999999999,-0.09146900000000001,-0.161307
2140,1.5289125364335378e+18,1,0,0,0,1.125211,0.956183,0.32203699999999996
2150,1.5289125366351096e+18,1,0,0,0,-0.291144,-1.3084639999999998,0.375602
2160,1.5289125368366817e+18,1,0,0,0,-1.293213,0.8407389999999999,1.23017
