,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
35610,1.5289132110944865e+18,1,0,0,0,-0.262752,1.869603,-1.496884
35620,1.528913211296058e+18,1,0,0,0,0.690066,5.355629,7.005305
35630,1.52891321149763e+18,1,0,0,0,1.8631509999999998,-0.888791,-1.701756
35640,1.5289132116992018e+18,1,0,0,0,-2.31535,-0.116032,-2.925393
35650,1.5289132119007736e+18,1,0,0,0,1.4461620000000002,0.991352,-0.010475
35660,1.5289132121023457e+18,1,0,0,0,0.18624200000000002,-3.4523699999999997,1.1057649999999999
35670,1.5289132123039173e+18,1,0,0,0,0.5492020000000001,-0.284481,-0.840874
35680,1.5289132125054892e+18,1,0,0,0,-1.6825729999999999,-3.668712,-3.169322
35690,1.528913212707061e+18,1,0,0,0,1.4953889999999999,-0.717001,1.5188840000000001
35700,1.5289132129086328e+18,1,0,0,0,-0.11011900000000001,-1.659254,-1.035695
35710,1.528913213110205e+18,1,0,0,0,-0.9391860000000001,4.3876,3.999081
35720,1.5289132133117765e+18,1,0,0,0,1.066627,-0.06093,-1.6474360000000001
35730,1.5289132135133484e+18,1,0,0,0,3.218746,0.073671,3.5259379999999996
35740,1.5289132137149202e+18,1,0,0,0,-0.620861,-1.0047409999999999,-0.895561
35750,1.528913213916492e+18,1,0,0,0,-0.6645449999999999,0.725693,-4.172682
35760,1.528913214118064e+18,1,0,0,0,0.13580599999999998,-0.251114,-0.449571
35770,1.5289132143196357e+18,1,0,0,0,0.065243,1.656064,2.000181
35780,1.5289132145212076e+18,1,0,0,0,0.143905,0.5260060000000001,-1.582533
35790,1.5289132147227794e+18,1,0,0,0,-2.3801490000000003,-2.412195,-2.802148
35800,1.5289132149243512e+18,1,0,0,0,1.594797,-0.7278100000000001,1.012941
35810,1.528913215125923e+18,1,0,0,0,0.756089,-1.974959,-0.506041
35820,1.528913215327495e+18,1,0,0,0,-0.851643,5.427783,2.486064
35830,1.5289132155290668e+18,1,0,0,0,-0.312949,-1.154498,-1.797311
35840,1.5289132157306386e+18,1,0,0,0,2.625273,1.098653,4.2039860000000004
35850,1.5289132159322104e+18,1,0,0,0,-0.521841,-1.1266,-0.966938
35860,1.5289132161337825e+18,1,0,0,0,-2.0137680000000002,1.268038,-2.413925
35870,1.528913216335354e+18,1,0,0,0,0.038333,-0.7560939999999999,-0.994082
35880,1.528913216536926e+18,1,0,0,0,0.43021800000000004,-0.235589,1.63381
35890,1.5289132167384978e+18,1,0,0,0,0.137511,-1.57559,-0.088385
35900,1.5289132169400696e+18,1,0,0,0,-2.946898,-2.206067,-3.068756
35910,1.5289132171416417e+18,1,0,0,0,2.353402,1.45697,1.298447
